Producto;Pais_Destino;Año;Valor_FOB_Miles_USD;Volumen_Fisico_Ton;Produccion_Nacional_Ton;Precio_Unitario_USD_x_Ton
YODO (28012000);CHINA ;2005;14734.39057;859.4;15346;17.144973900395623
YODO (28012000);INDIA;2005;17238.39025;953.1;15346;18.086654338474453
YODO (28012000);ESTADOS UNIDOS;2005;82801.875;4919.7;15346;16.830675650954326
YODO (28012000);BÉLGICA;2005;82048.80803;4368.95;15346;18.779983298046442
YODO (28012000);HOLANDA;2005;0.0;0.0;15346;
YODO (28012000);BRASIL;2005;18292.7081;1004.4;15346;18.212572779769015
YODO (28012000);NORUEGA;2005;0.0;0.0;15346;
YODO (28012000);ITALIA;2005;0.0;0.0;15346;
YODO (28012000);MÉXICO;2005;5680.13293;293.0;15346;19.386119215017064
YODO (28012000);VIETNAM;2005;48.19593;2.4;15346;20.0816375
YODO (28012000);COREA DEL SUR;2005;2459.87342;123.9;15346;19.85369991928975
YODO (28012000);JAPÓN;2005;17548.878699999997;920.0;15346;19.07486815217391
YODO (28012000);AUSTRALIA;2005;703.4860600000001;34.8;15346;20.21511666666667
YODO (28012000);REINO UNIDO;2005;3585.8922000000002;194.4;15346;18.4459475308642
YODO (28012000);FRANCIA;2005;0.0;0.0;15346;
YODO (28012000);ARGENTINA;2005;1066.3725;54.51;15346;19.56287837094111
YODO (28012000);ESPAÑA;2005;0.0;0.0;15346;
YODO (28012000);NUEVA ZELANDIA;2005;0.0;0.0;15346;
YODO (28012000);ARABIA SAUDITA;2005;0.0;0.0;15346;
YODO (28012000);COLOMBIA;2005;532.1824399999999;26.4;15346;20.158425757575756
YODO (28012000);PERÚ;2005;38.932410000000004;1.85;15346;21.04454594594595
YODO (28012000);COSTA RICA;2005;34.04645;1.6;15346;21.27903125
YODO (28012000);BOLIVIA;2005;12.02153;0.6005;15346;20.019200666111573
YODO (28012000);URUGUAY;2005;35.91527;1.7;15346;21.126629411764707
YODO (28012000);ECUADOR;2005;7.10972;0.4;15346;17.7743
YODO (28012000);GUATEMALA;2005;4.3522;0.2;15346;21.761
YODO (28012000);PARAGUAY;2005;9.26;0.4;15346;23.15
YODO (28012000);MALASIA;2005;0.0;0.0;15346;
YODO (28012000);EL SALVADOR;2005;0.0;0.0;15346;
YODO (28012000);ALEMANIA;2005;677.3509300000001;46.0;15346;14.725020217391306
YODO (28012000);TAIWAN;2005;348.4279;18.0;15346;19.357105555555556
YODO (28012000);SINGAPUR;2005;142.7602;0.0;15346;
YODO (28012000);SINGAPUR;2005;142.7602;7.0;15346;20.394314285714284
YODO (28012000);PANAMÁ;2005;8.84;0.4;15346;22.099999999999998
YODO (28012000);AUSTRIA;2005;0.0;0.0;15346;
YODO (28012000);CANADÁ;2005;2257.1007999999997;126.0;15346;17.91349841269841
YODO (28012000);EGIPTO;2005;0.0;0.0;15346;
YODO (28012000);EMIRATOS ARABES UNIDOS;2005;188.54;10.0;15346;18.854
YODO (28012000);PAKISTAN;2005;0.0;0.0;15346;
YODO (28012000);REPÚBLICA DOMINICANA;2005;4.75;0.2;15346;23.75
YODO (28012000);RUSIA;2005;0.0;0.0;15346;
YODO (28012000);VENEZUELA;2005;93.37956;4.425;15346;21.102725423728813
YODUROS (28276010 / 28276020);CHINA ;2005;3.1743699999999997;0.3;;10.581233333333333
YODUROS (28276010 / 28276020);BRASIL;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);REINO UNIDO;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);COLOMBIA;2005;591.18036;32.3;;18.302797523219816
YODUROS (28276010 / 28276020);COREA DEL SUR;2005;1399.60283;84.4;;16.58297191943128
YODUROS (28276010 / 28276020);FRANCIA;2005;3853.76898;252.125;;15.285152126921169
YODUROS (28276010 / 28276020);INDIA;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);ARGENTINA;2005;64.1816;3.5;;18.337600000000002
YODUROS (28276010 / 28276020);MÉXICO;2005;180.31098;9.65;;18.685075647668395
YODUROS (28276010 / 28276020);PERÚ;2005;160.46377;8.75;;18.338716571428574
YODUROS (28276010 / 28276020);HOLANDA;2005;4.98375;0.225;;22.15
YODUROS (28276010 / 28276020);BÉLGICA;2005;2503.29981;141.5;;17.691164734982333
YODUROS (28276010 / 28276020);BOLIVIA;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);SINGAPUR;2005;28.289830000000002;1.35;;20.95542962962963
YODUROS (28276010 / 28276020);SINGAPUR;2005;28.289830000000002;0.0;;
YODUROS (28276010 / 28276020);GUATEMALA;2005;772.73525;43.6;;17.723285550458712
YODUROS (28276010 / 28276020);PARAGUAY;2005;10.2225;0.5;;20.445
YODUROS (28276010 / 28276020);URUGUAY;2005;23.428990000000002;1.2;;19.524158333333336
YODUROS (28276010 / 28276020);ESTADOS UNIDOS;2005;2923.90417;183.8486;;15.903869651441456
YODUROS (28276010 / 28276020);MAURICIO;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);ECUADOR;2005;8.64028;0.5;;17.28056
YODUROS (28276010 / 28276020);COSTA RICA;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);VIETNAM;2005;101.27922;4.95;;20.460448484848484
YODUROS (28276010 / 28276020);PANAMÁ;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);INDONESIA;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);SINGAPUR;2005;0.0;1.35;;0.0
YODUROS (28276010 / 28276020);SINGAPUR;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);PAKISTÁN;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);NICARAGUA;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);RUSIA;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);SRI LANKA;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);EL SALVADOR;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);AUSTRALIA;2005;60.308550000000004;3.5;;17.231014285714288
YODUROS (28276010 / 28276020);VENEZUELA;2005;191.55152;10.175;;18.82570221130221
YODUROS (28276010 / 28276020);MALASIA;2005;18.84564;0.9;;20.9396
YODUROS (28276010 / 28276020);ARABIA SAUDITA;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);NUEVA ZELANDIA;2005;30.62662;1.6;;19.141637499999998
YODUROS (28276010 / 28276020);REPÚBLICA DOMINICANA ;2005;0.0;0.0;;
YODUROS (28276010 / 28276020);JAPÓN;2005;2389.5932999999995;152.375;;15.682318621821162
YODUROS (28276010 / 28276020);TAIWAN;2005;7395.548000000001;460.71;;16.052501573658052
YODATOS (28299010 / 28299020);FRANCIA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);CHINA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);BRASIL;2005;2318.72906;164.0;;14.138591829268293
YODATOS (28299010 / 28299020);MÉXICO;2005;675.92963;46.5;;14.536121075268817
YODATOS (28299010 / 28299020);COLOMBIA;2005;487.70095;32.85;;14.846299847792997
YODATOS (28299010 / 28299020);PERÚ;2005;264.69004;19.35;;13.679071834625322
YODATOS (28299010 / 28299020);NIGERIA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);ARGENTINA;2005;359.27425000000005;25.15;;14.285258449304179
YODATOS (28299010 / 28299020);PAKISTAN;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);BOLIVIA;2005;56.967;3.8211999999999997;;14.90814403852193
YODATOS (28299010 / 28299020);ECUADOR;2005;57.5672;4.0;;14.3918
YODATOS (28299010 / 28299020);GUATEMALA;2005;36.34257;2.4;;15.1427375
YODATOS (28299010 / 28299020);REPÚBLICA DOMINICANA ;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);VIETNAM;2005;184.87845000000002;16.0;;11.554903125000001
YODATOS (28299010 / 28299020);PANAMA;2005;15.09078;0.95;;15.88503157894737
YODATOS (28299010 / 28299020);EL SALVADOR;2005;22.46659;1.45;;15.494200000000001
YODATOS (28299010 / 28299020);NICARAGUA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);ETIOPÍA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);NUEVA ZELANDIA;2005;37.779650000000004;2.5;;15.111860000000002
YODATOS (28299010 / 28299020);URUGUAY;2005;30.98242;2.1;;14.753533333333333
YODATOS (28299010 / 28299020);PARAGUAY;2005;15.20753;1.0;;15.20753
YODATOS (28299010 / 28299020);HOLANDA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);EMIRATOS ARABES UNIDOS;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);COREA DEL SUR;2005;48.01721;3.2;;15.005378124999998
YODATOS (28299010 / 28299020);TAIWAN;2005;174.83991;12.0;;14.5699925
YODATOS (28299010 / 28299020);SINGAPUR;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);COSTA RICA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);SENEGAL;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);BENIN;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);SUDAFRICA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);KENIA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);DINAMARCA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);HONDURAS ;2005;38.53793;2.7;;14.273307407407408
YODATOS (28299010 / 28299020);JAPÓN;2005;54.00923;4.0;;13.5023075
YODATOS (28299010 / 28299020);VENEZUELA;2005;16.8085;1.15;;14.61608695652174
YODATOS (28299010 / 28299020);GAMBIA;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);BÉLGICA;2005;907.0244;80.0;;11.337805
YODATOS (28299010 / 28299020);MOZAMBIQUE;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);FILIPINAS;2005;15.18295;1.0;;15.18295
YODATOS (28299010 / 28299020);HAITÍ;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);REINO UNIDO;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);MYANMAR;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);ESTADOS UNIDOS;2005;0.0;0.0;;
YODATOS (28299010 / 28299020);CAMBODIA;2005;0.0;0.0;;
CLORURO DE POTASIO (31042000);BRASIL;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);SUDAFRICA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);ECUADOR;2005;248.898;1310.0;6067583;0.18999847328244274
CLORURO DE POTASIO (31042000);MÉXICO;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);HOLANDA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);ESPAÑA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);ESTADOS UNIDOS;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);COLOMBIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);PERÚ;2005;536.62974;2830.0;6067583;0.18962181625441696
CLORURO DE POTASIO (31042000);ARGENTINA;2005;2824.95234;16634.3;6067583;0.16982694432588086
CLORURO DE POTASIO (31042000);PARAGUAY;2005;14.22;56.0;6067583;0.25392857142857145
CLORURO DE POTASIO (31042000);COSTA RICA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);GUATEMALA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);BOLIVIA;2005;106.99;644.34;6067583;0.16604587640065802
CLORURO DE POTASIO (31042000);REPÚBLICA DOMINICANA ;2005;3.28281;19.0;6067583;0.17277947368421054
CLORURO DE POTASIO (31042000);BÉLGICA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);THAILANDIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);COREA DEL SUR;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);CHINA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);VIETNAM;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);AUSTRALIA;2005;32.62106;126.0;6067583;0.25889730158730156
CLORURO DE POTASIO (31042000);TAIWAN;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);PAKISTÁN;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);MYANMAR (EX BIRMANIA);2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);JAMAICA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);URUGUAY;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);INDONESIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);FILIPINAS;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);MALASIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);INDIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);EMIRATOS ARABES UNIDOS;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);TURQUÍA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);ARGELIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);NICARAGUA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);GRECIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);FINLANDIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);SUDAN;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);EL SALVADOR;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);NIGERIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);KENIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);GUYANA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);TÚNEZ;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);PANAMA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);TRINIDAD Y TOBAGO;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);TOGO;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);PUERTO RICO;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);SIERRA LEONA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);ITALIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);ANGOLA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);TANZANIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);MAURICIO;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);JAPÓN;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);PORTUGAL;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);AUSTRIA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);CUBA;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);VENEZUELA;2005;73.95774;280.0;6067583;0.2641347857142857
CLORURO DE POTASIO (31042000);EGIPTO;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);HONDURAS;2005;0.0;0.0;6067583;
CLORURO DE POTASIO (31042000);BARBADOS;2005;0.0;0.0;6067583;
SULFATO DE POTASIO (31043000);MÉXICO;2005;3774.2736800000002;15702.2;;0.24036591560418286
SULFATO DE POTASIO (31043000);MÉXICO;2005;3774.2736800000002;15702.2;9659;0.24036591560418286
SULFATO DE POTASIO (31043000);MÉXICO;2005;3774.2736800000002;15702.2;15730;0.24036591560418286
SULFATO DE POTASIO (31043000);PERÚ;2005;6724.90093;24944.0;;0.2695999410679923
SULFATO DE POTASIO (31043000);PERÚ;2005;6724.90093;24944.0;9659;0.2695999410679923
SULFATO DE POTASIO (31043000);PERÚ;2005;6724.90093;24944.0;15730;0.2695999410679923
SULFATO DE POTASIO (31043000);ARGENTINA;2005;3451.085;11339.2;;0.3043499541413856
SULFATO DE POTASIO (31043000);ARGENTINA;2005;3451.085;11339.2;9659;0.3043499541413856
SULFATO DE POTASIO (31043000);ARGENTINA;2005;3451.085;11339.2;15730;0.3043499541413856
SULFATO DE POTASIO (31043000);COSTA RICA;2005;223.19528;753.0;;0.2964080743691899
SULFATO DE POTASIO (31043000);COSTA RICA;2005;223.19528;753.0;9659;0.2964080743691899
SULFATO DE POTASIO (31043000);COSTA RICA;2005;223.19528;753.0;15730;0.2964080743691899
SULFATO DE POTASIO (31043000);ESTADOS UNIDOS;2005;2294.51098;12050.0;;0.1904158489626556
SULFATO DE POTASIO (31043000);ESTADOS UNIDOS;2005;2294.51098;12050.0;9659;0.1904158489626556
SULFATO DE POTASIO (31043000);ESTADOS UNIDOS;2005;2294.51098;12050.0;15730;0.1904158489626556
SULFATO DE POTASIO (31043000);ESPAÑA;2005;694.20731;3280.0;;0.21164857012195123
SULFATO DE POTASIO (31043000);ESPAÑA;2005;694.20731;3280.0;9659;0.21164857012195123
SULFATO DE POTASIO (31043000);ESPAÑA;2005;694.20731;3280.0;15730;0.21164857012195123
SULFATO DE POTASIO (31043000);ECUADOR;2005;160.64;560.0;;0.2868571428571428
SULFATO DE POTASIO (31043000);ECUADOR;2005;160.64;560.0;9659;0.2868571428571428
SULFATO DE POTASIO (31043000);ECUADOR;2005;160.64;560.0;15730;0.2868571428571428
SULFATO DE POTASIO (31043000);BRASIL;2005;3861.40723;13518.4;;0.2856408472896201
SULFATO DE POTASIO (31043000);BRASIL;2005;3861.40723;13518.4;9659;0.2856408472896201
SULFATO DE POTASIO (31043000);BRASIL;2005;3861.40723;13518.4;15730;0.2856408472896201
SULFATO DE POTASIO (31043000);COLOMBIA;2005;1037.9355699999999;3611.5;;0.28739736120725456
SULFATO DE POTASIO (31043000);COLOMBIA;2005;1037.9355699999999;3611.5;9659;0.28739736120725456
SULFATO DE POTASIO (31043000);COLOMBIA;2005;1037.9355699999999;3611.5;15730;0.28739736120725456
SULFATO DE POTASIO (31043000);HOLANDA;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);HOLANDA;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);HOLANDA;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);REPÚBLICA DOMINICANA ;2005;67.52319;259.0;;0.2607072972972973
SULFATO DE POTASIO (31043000);REPÚBLICA DOMINICANA ;2005;67.52319;259.0;9659;0.2607072972972973
SULFATO DE POTASIO (31043000);REPÚBLICA DOMINICANA ;2005;67.52319;259.0;15730;0.2607072972972973
SULFATO DE POTASIO (31043000);ARABIA SAUDITA;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);ARABIA SAUDITA;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);ARABIA SAUDITA;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);AUSTRALIA;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);AUSTRALIA;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);AUSTRALIA;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);PUERTO RICO;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);PUERTO RICO;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);PUERTO RICO;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);URUGUAY;2005;17.22;56.0;;0.3075
SULFATO DE POTASIO (31043000);URUGUAY;2005;17.22;56.0;9659;0.3075
SULFATO DE POTASIO (31043000);URUGUAY;2005;17.22;56.0;15730;0.3075
SULFATO DE POTASIO (31043000);SUDÁFRICA;2005;5716.308190000001;24676.5;;0.23164987700848988
SULFATO DE POTASIO (31043000);SUDÁFRICA;2005;5716.308190000001;24676.5;9659;0.23164987700848988
SULFATO DE POTASIO (31043000);SUDÁFRICA;2005;5716.308190000001;24676.5;15730;0.23164987700848988
SULFATO DE POTASIO (31043000);COREA DEL SUR;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);COREA DEL SUR;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);COREA DEL SUR;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);INDIA;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);INDIA;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);INDIA;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);BÉLGICA;2005;1403.5561200000002;5320.0;;0.2638263383458647
SULFATO DE POTASIO (31043000);BÉLGICA;2005;1403.5561200000002;5320.0;9659;0.2638263383458647
SULFATO DE POTASIO (31043000);BÉLGICA;2005;1403.5561200000002;5320.0;15730;0.2638263383458647
SULFATO DE POTASIO (31043000);ITALIA;2005;43.63922;200.0;;0.2181961
SULFATO DE POTASIO (31043000);ITALIA;2005;43.63922;200.0;9659;0.2181961
SULFATO DE POTASIO (31043000);ITALIA;2005;43.63922;200.0;15730;0.2181961
SULFATO DE POTASIO (31043000);NICARAGUA;2005;12.78191;54.0;;0.23670203703703704
SULFATO DE POTASIO (31043000);NICARAGUA;2005;12.78191;54.0;9659;0.23670203703703704
SULFATO DE POTASIO (31043000);NICARAGUA;2005;12.78191;54.0;15730;0.23670203703703704
SULFATO DE POTASIO (31043000);GUATEMALA;2005;485.88728000000003;1653.0;;0.2939426981246219
SULFATO DE POTASIO (31043000);GUATEMALA;2005;485.88728000000003;1653.0;9659;0.2939426981246219
SULFATO DE POTASIO (31043000);GUATEMALA;2005;485.88728000000003;1653.0;15730;0.2939426981246219
SULFATO DE POTASIO (31043000);HONDURAS ;2005;1028.2395;3800.0;;0.27058934210526314
SULFATO DE POTASIO (31043000);HONDURAS ;2005;1028.2395;3800.0;9659;0.27058934210526314
SULFATO DE POTASIO (31043000);HONDURAS ;2005;1028.2395;3800.0;15730;0.27058934210526314
SULFATO DE POTASIO (31043000);THAILANDIA;2005;62.82;260.0;;0.24161538461538462
SULFATO DE POTASIO (31043000);THAILANDIA;2005;62.82;260.0;9659;0.24161538461538462
SULFATO DE POTASIO (31043000);THAILANDIA;2005;62.82;260.0;15730;0.24161538461538462
SULFATO DE POTASIO (31043000);MALASIA;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);MALASIA;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);MALASIA;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);VENEZUELA;2005;201.13255999999998;672.0;;0.29930440476190473
SULFATO DE POTASIO (31043000);VENEZUELA;2005;201.13255999999998;672.0;9659;0.29930440476190473
SULFATO DE POTASIO (31043000);VENEZUELA;2005;201.13255999999998;672.0;15730;0.29930440476190473
SULFATO DE POTASIO (31043000);VIETNAM;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);VIETNAM;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);VIETNAM;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);EMIRATOS ARABES UNIDOS;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);EMIRATOS ARABES UNIDOS;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);EMIRATOS ARABES UNIDOS;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);TURQUÍA;2005;471.09166;1900.0;;0.24794297894736841
SULFATO DE POTASIO (31043000);TURQUÍA;2005;471.09166;1900.0;9659;0.24794297894736841
SULFATO DE POTASIO (31043000);TURQUÍA;2005;471.09166;1900.0;15730;0.24794297894736841
SULFATO DE POTASIO (31043000);CUBA;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);CUBA;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);CUBA;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);EL SALVADOR;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);EL SALVADOR;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);EL SALVADOR;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);CHINA ;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);CHINA ;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);CHINA ;2005;0.0;0.0;15730;
SULFATO DE POTASIO (31043000);PANAMÁ;2005;0.0;0.0;;
SULFATO DE POTASIO (31043000);PANAMÁ;2005;0.0;0.0;9659;
SULFATO DE POTASIO (31043000);PANAMÁ;2005;0.0;0.0;15730;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);HOLANDA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);ESTADOS UNIDOS;2005;28731.15266;80945.3;;0.35494528601413544
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);ESPAÑA;2005;27179.52955;76022.8;;0.3575181333757767
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);PERÚ;2005;3876.86189;8939.0;;0.43370196778163106
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);SUDÁFRICA;2005;15653.7421;41422.5;;0.37790432977246663
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);ARGENTINA;2005;7075.5440499999995;16941.084;;0.41765592154551623
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);ECUADOR;2005;3409.5324;7834.0;;0.4352224151136074
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);COREA DEL SUR;2005;87.177;277.0;;0.3147184115523466
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);ITALIA;2005;3341.4237799999996;10270.4;;0.325345047904658
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);REPÚBLICA DOMINICANA;2005;498.08173;1261.0;;0.39498947660586836
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);GUATEMALA;2005;1964.41815;3900.6;;0.5036194816182126
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);THAILANDIA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);HONDURAS ;2005;2122.8937;4774.0;;0.44467819438625894
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);NICARAGUA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);BRASIL;2005;11770.101550000001;32013.0;;0.367666308999469
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);INDONESIA;2005;831.04;2673.0;;0.31090160867938643
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);COSTA RICA;2005;311.51202;653.1;;0.47697446026642165
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);JAPÓN;2005;124.501;273.0;;0.4560476190476191
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);BÉLGICA;2005;39565.075950000006;114700.8;;0.3449415867195347
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);INDIA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);COLOMBIA;2005;1959.14949;4968.5;;0.39431407668310353
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);MARRUECOS;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);BOLIVIA;2005;18.9605;32.0155;;0.5922287641923443
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);TURQUÍA;2005;5133.80584;17000.0;;0.3019885788235294
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);POLONIA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);ARGELIA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);MOZAMBIQUE;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);AUSTRALIA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);CAMBODIA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);GHANA;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);LIBANO;2005;0.0;0.0;;
NITRATO DE POTASIO (28341000 / 28342100 / 28342900);URUGUAY;2005;113.27;252.0;;0.449484126984127
